Ward Code,Ward Name,Borough,Population,Working age population,Child population,16-59 population,Old age population,IMD Extent %,IMD Extent Rank,IMD Average rank,IMD average rank rank,IMD average score,IMD average score rank,Rank of worst LSOA,Worst LSOA Code,Worst LSOA: % of resident in ward,Number of LSOAs,# LSOAs in worst 5%,# LSOAs in worst 10%,# LSOAs in worst 20%,# LSOAs in worst 50%,Income scale,Income score,Income rank,Employment scale,Employment score,Employment rank,IDACI scale,IDACI score,IDACI score rank,IDAOPI scale,IDAOPI score,IDAOPI score (rank)
E05000026,Abbey,Barking and Dagenham,14370,9403,3899,9397,1074,43%,82,7767.4,86,31.3,91,5010,E01000008,100%,7.00,0.00,0.00,2.00,7.00,2722.8,0.189,111,870.6,0.093,252,915.40,0.235,154,376.91,0.351,99
E05000027,Alibon,Barking and Dagenham,10845,6459,2865,6600,1380,65%,25,5807.4,25,35.4,30,4570,E01000017,100%,6.00,0.00,0.00,5.00,6.00,2326.9,0.215,58,883.2,0.137,40,737.44,0.257,112,379.34,0.275,199
E05000028,Becontree,Barking and Dagenham,13856,8376,3829,8439,1588,64%,27,5863.2,26,35.3,31,4611,E01000021,100%,8.00,0.00,0.00,7.00,8.00,2864.6,0.207,72,1054.5,0.126,77,953.97,0.249,125,468.42,0.295,172
E05000029,Chadwell Heath,Barking and Dagenham,10850,6100,2721,6145,1984,47%,64,7678.3,83,32.1,74,4240,E01000028,100%,6.00,0.00,0.00,3.00,6.00,2062.5,0.190,110,742.8,0.122,97,660.18,0.243,143,446.60,0.225,299
E05000030,Eastbrook,Barking and Dagenham,11348,6717,2398,6797,2153,20%,220,11410.1,224,25.3,221,4879,E01000033,100%,7.00,0.00,0.00,2.00,7.00,1731.6,0.153,242,668.7,0.100,213,518.68,0.216,202,415.31,0.193,363
E05000031,Eastbury,Barking and Dagenham,12536,7411,3442,7483,1611,49%,61,6820.5,52,33.2,61,3842,E01000042,100%,7.00,0.00,0.00,3.00,7.00,2327.3,0.186,127,845.8,0.114,126,751.99,0.218,195,420.35,0.261,224
E05000032,Gascoigne,Barking and Dagenham,12738,7458,4208,7516,1014,73%,15,5265.1,18,37.1,19,3117,E01000048,100%,7.00,0.00,1.00,7.00,7.00,2968.8,0.233,28,960.0,0.129,67,1132.86,0.269,87,357.66,0.353,96
E05000033,Goresbrook,Barking and Dagenham,12065,7038,3253,7052,1760,52%,50,6662.3,45,33.3,59,4249,E01000053,100%,7.00,0.00,0.00,2.00,7.00,2390.8,0.198,88,844.1,0.120,103,807.80,0.248,128,467.11,0.265,215
E05000034,Heath,Barking and Dagenham,11629,6700,3048,6790,1791,61%,31,5920.7,29,35.9,27,2802,E01000061,100%,6.00,0.00,1.00,5.00,6.00,2423.8,0.208,70,913.7,0.136,42,771.06,0.253,122,467.43,0.261,223
E05000035,Longbridge,Barking and Dagenham,12381,7611,2861,7722,1798,0%,438,13597.2,290,21.2,306,10329,E01000066,100%,6.00,0.00,0.00,0.00,5.00,1515.4,0.122,355,557.8,0.073,383,388.75,0.136,408,406.36,0.226,294
E05000036,Mayesbrook,Barking and Dagenham,10813,6178,3047,6258,1508,78%,9,4849.4,12,38.2,16,3967,E01000077,100%,6.00,0.00,0.00,6.00,6.00,2405.1,0.222,41,849.0,0.137,35,801.74,0.263,101,429.12,0.285,188
E05000037,Parsloes,Barking and Dagenham,10811,6345,2868,6445,1498,47%,65,6952.3,56,32.5,66,5874,E01000078,100%,6.00,0.00,0.00,3.00,6.00,2082.5,0.193,105,817.3,0.129,66,679.39,0.237,149,376.16,0.251,242
E05000038,River,Barking and Dagenham,11636,6761,3321,6774,1541,47%,66,6929.7,55,32.9,63,4315,E01000084,100%,7.00,0.00,0.00,4.00,7.00,2164.9,0.186,125,777.8,0.115,122,744.59,0.224,177,381.41,0.248,254
E05000039,Thames,Barking and Dagenham,13943,8134,4628,8265,1050,63%,28,5691.4,22,36.4,22,2669,E01000093,100%,6.00,0.00,1.00,4.00,6.00,3096.5,0.222,42,1006.0,0.124,86,1245.01,0.269,90,333.10,0.317,138
E05000040,Valence,Barking and Dagenham,10617,6223,2830,6269,1518,68%,21,5631.8,20,36.4,23,3557,E01000102,100%,6.00,0.00,0.00,4.00,6.00,2298.9,0.217,53,852.5,0.137,38,682.82,0.241,145,477.94,0.315,141
E05000041,Village,Barking and Dagenham,11253,6615,2860,6710,1683,61%,30,5912.3,28,36.1,25,3229,E01000105,100%,6.00,0.00,1.00,3.00,6.00,2393.8,0.213,63,883.3,0.134,48,775.77,0.271,82,446.67,0.265,216
E05000042,Whalebone,Barking and Dagenham,11410,6925,2799,6947,1664,4%,382,11266.9,220,24.5,241,8544,E01000111,100%,6.00,0.00,0.00,0.00,6.00,1535.8,0.135,308,566.0,0.082,324,489.14,0.175,309,306.00,0.184,381
E05000043,Brunswick Park,Barnet,16642,9733,3356,9681,3605,6%,340,22340.1,518,13.1,496,5463,E01000121,100%,10.00,0.00,0.00,1.00,2.00,1629.4,0.098,444,711.9,0.073,385,357.23,0.106,487,485.27,0.135,469
E05000044,Burnt Oak,Barnet,19377,11870,4702,12061,2614,19%,227,9240.6,143,28.0,165,6407,E01000126,100%,10.00,0.00,0.00,1.00,10.00,3620.1,0.187,123,1322.7,0.111,146,971.21,0.207,228,863.86,0.330,114
E05000045,Childs Hill,Barnet,21323,13643,4162,13655,3506,8%,327,15551.8,344,19.7,344,7380,E01000143,100%,12.00,0.00,0.00,0.00,6.00,2725.3,0.128,336,1155.2,0.085,295,648.88,0.156,364,598.56,0.171,401
E05000046,Colindale,Barnet,21777,14318,5017,14335,2425,23%,200,11896.4,240,25.2,229,3826,E01000153,100%,10.00,0.00,0.00,2.00,8.00,3782.0,0.174,162,1336.5,0.093,247,1146.85,0.229,167,678.64,0.280,192
E05000047,Coppetts,Barnet,18640,11994,3794,12024,2822,2%,414,18046.3,407,16.6,416,8744,E01000163,100%,10.00,0.00,0.00,0.00,4.00,2157.3,0.116,379,886.3,0.074,377,517.00,0.136,404,561.91,0.199,354
E05000048,East Barnet,Barnet,16863,9920,3722,9856,3285,2%,415,19861.1,453,15.0,450,8854,E01000167,100%,10.00,0.00,0.00,0.00,3.00,1898.8,0.113,392,731.8,0.074,379,502.85,0.135,410,499.59,0.152,438
E05000049,East Finchley,Barnet,17045,10760,3345,10701,2999,8%,323,20556.5,475,15.1,448,7110,E01000184,100%,10.00,0.00,0.00,0.00,3.00,1945.9,0.114,387,728.3,0.068,425,438.56,0.131,416,607.98,0.203,343
E05000050,Edgware,Barnet,17490,9772,4190,9739,3561,1%,434,19999.0,458,14.9,454,9593,E01000195,100%,10.00,0.00,0.00,0.00,3.00,1738.1,0.099,439,665.3,0.068,419,436.91,0.104,488,478.13,0.134,473
E05000051,Finchley Church End,Barnet,16447,9593,3251,9535,3661,0%,438,24096.1,550,10.5,556,18422,E01000203,100%,9.00,0.00,0.00,0.00,0.00,1262.1,0.077,513,490.4,0.051,535,249.72,0.077,557,413.25,0.113,521
E05000052,Garden Suburb,Barnet,16331,9360,3292,9327,3712,0%,438,25768.6,586,9.1,587,19377,E01000211,100%,10.00,0.00,0.00,0.00,0.00,845.6,0.052,598,366.6,0.039,600,175.73,0.053,606,271.73,0.073,604
E05000053,Golders Green,Barnet,20255,11499,5487,11563,3205,12%,277,16687.6,368,19.2,354,2878,E01000221,100%,11.00,0.00,1.00,2.00,5.00,2494.1,0.123,351,1058.4,0.092,253,564.19,0.103,494,622.01,0.194,361
E05000054,Hale,Barnet,18393,10634,4317,10747,3329,4%,374,19409.6,442,15.6,441,7222,E01000226,100%,10.00,0.00,0.00,0.00,3.00,2033.9,0.111,404,770.7,0.072,396,522.22,0.121,448,563.92,0.169,404
E05000055,Hendon,Barnet,19158,12262,3900,12264,2994,0%,438,18445.0,420,16.0,435,11312,E01000245,100%,10.00,0.00,0.00,0.00,4.00,1944.8,0.102,430,817.1,0.067,430,429.00,0.110,476,548.35,0.183,382
E05000056,High Barnet,Barnet,16264,9545,3002,9456,3806,0%,438,23499.8,536,11.1,544,15365,E01000251,100%,9.00,0.00,0.00,0.00,1.00,1213.3,0.075,524,573.2,0.060,472,258.56,0.086,533,366.30,0.096,558
E05000057,Mill Hill,Barnet,19234,11403,4157,11498,3579,0%,438,20693.4,480,13.9,479,10770,E01000257,100%,10.00,0.00,0.00,0.00,3.00,1816.1,0.094,447,713.3,0.063,451,477.30,0.115,461,486.57,0.136,465
E05000058,Oakleigh,Barnet,16434,9604,3193,9522,3719,0%,438,22509.8,526,11.9,530,18373,E01000274,100%,10.00,0.00,0.00,0.00,0.00,1515.1,0.092,456,576.7,0.060,473,409.71,0.128,427,421.42,0.113,520
E05000059,Totteridge,Barnet,15477,8808,3111,8766,3600,0%,438,24986.1,569,9.8,570,15935,E01000277,100%,10.00,0.00,0.00,0.00,1.00,1091.0,0.070,536,443.9,0.050,538,208.24,0.067,581,402.93,0.112,523
E05000060,Underhill,Barnet,16713,9466,3447,9550,3716,14%,256,16074.7,358,19.9,339,4786,E01000289,100%,10.00,0.00,0.00,1.00,5.00,2293.6,0.137,290,965.6,0.102,203,588.78,0.171,325,578.75,0.156,431
E05000061,West Finchley,Barnet,17658,11356,3331,11331,2996,0%,438,22247.6,516,12.1,525,16989,E01000299,100%,10.00,0.00,0.00,0.00,0.00,1528.1,0.087,482,632.7,0.056,498,282.33,0.085,537,494.40,0.165,413
E05000062,West Hendon,Barnet,18500,12015,3700,11992,2808,6%,350,15614.7,347,19.5,349,7151,E01000308,100%,10.00,0.00,0.00,0.00,6.00,2112.3,0.114,386,876.5,0.073,387,435.95,0.118,454,654.22,0.233,283
E05000063,Woodhouse,Barnet,18757,11693,3617,11621,3519,5%,367,18490.4,422,16.2,426,6785,E01000315,100%,10.00,0.00,0.00,0.00,3.00,2256.3,0.120,361,884.9,0.076,368,471.63,0.130,419,704.87,0.200,348
E05011217,Barnehurst,Bexley,11206,6466,2287,6423,2496,13%,264,19443.1,444,16.5,418,6298,E01000368,100%,7.14,0.00,0.00,1.00,2.00,1198.3,0.107,415,536.5,0.083,309,394.37,0.172,321,215.99,0.087,576
E05011218,Belvedere,Bexley,17541,10469,4132,10523,2886,11%,289,13022.7,274,22.6,281,7186,E01000335,100%,9.41,0.00,0.00,0.00,7.41,2639.3,0.150,249,975.2,0.093,248,949.98,0.230,163,456.61,0.158,428
E05011219,Bexleyheath,Bexley,15381,8593,2668,8491,4222,0%,437,21990.1,508,12.6,513,8888,E01000331,26%,9.48,0.00,0.00,0.00,1.89,1158.7,0.075,518,522.0,0.061,467,318.03,0.119,452,340.11,0.081,591
E05011220,Blackfen & Lamorbey,Bexley,16081,9390,2958,9364,3760,0%,438,25642.2,584,9.2,585,17653,E01000339,100%,10.82,0.00,0.00,0.00,0.00,903.2,0.056,589,451.3,0.048,559,234.42,0.079,549,270.89,0.072,608
E05011221,Blendon & Penhill,Bexley,15585,8949,2908,8914,3762,0%,438,25534.5,582,9.3,579,15949,E01000443,100%,9.92,0.00,0.00,0.00,1.00,874.1,0.056,590,407.5,0.046,575,209.75,0.072,567,291.03,0.077,598
E05011222,Crayford,Bexley,15531,9249,3234,9250,3047,11%,284,14608.3,323,21.2,308,3624,E01000374,100%,8.75,0.00,0.00,1.00,5.74,1876.6,0.121,360,868.2,0.094,245,544.66,0.168,333,424.28,0.139,456
E05011223,Crook Log,Bexley,15904,9093,2969,9014,3921,0%,438,24812.6,565,9.9,565,13302,E01000354,60%,10.07,0.00,0.00,0.00,0.97,1087.8,0.068,547,507.5,0.056,497,308.11,0.104,489,302.99,0.077,599
E05011224,East Wickham,Bexley,16187,9385,3114,9389,3685,0%,438,20701.2,481,14.2,471,10669,E01032566,100%,9.94,0.00,0.00,0.00,4.00,1431.1,0.088,474,675.6,0.072,400,377.14,0.121,447,415.72,0.113,522
E05011225,Erith,Bexley,10943,6411,2713,6429,1802,17%,233,10438.6,193,26.3,200,7599,E01000367,31%,6.56,0.00,0.00,0.00,5.64,1902.4,0.174,160,707.8,0.110,153,670.30,0.247,131,335.24,0.186,374
E05011226,Falconwood & Welling,Bexley,16386,9856,3131,9843,3412,0%,438,23673.1,544,11.1,541,12119,E01000392,100%,9.84,0.00,0.00,0.00,1.00,1092.7,0.067,554,496.4,0.050,539,280.79,0.090,526,295.12,0.087,577
E05011227,Longlands,Bexley,10020,5625,1691,5593,2735,0%,438,24583.6,560,10.4,558,11429,E01000428,69%,5.63,0.00,0.00,0.00,0.69,694.6,0.069,542,288.2,0.051,534,161.60,0.096,516,272.63,0.100,555
E05011228,Northumberland Heath,Bexley,10752,6441,2244,6462,2045,9%,314,15879.5,352,19.6,348,7599,E01000367,12%,6.89,0.00,0.00,0.00,3.17,1406.5,0.131,323,624.6,0.097,225,463.04,0.206,230,260.67,0.127,485
E05011230,Sidcup,Bexley,15403,8742,2796,8766,3841,12%,275,19555.5,447,16.4,421,3835,E01000386,100%,9.16,0.00,0.00,1.00,2.33,1630.4,0.106,419,671.8,0.077,360,441.98,0.158,358,468.46,0.122,503
E05011231,Slade Green & Northend,Bexley,12164,7190,3294,7316,1555,50%,57,8225.8,100,31.7,82,3591,E01000429,100%,6.81,0.00,0.00,4.00,5.81,2537.6,0.209,69,1025.4,0.143,29,913.77,0.277,75,311.29,0.200,349
E05011229,St. Mary's & St. James,Bexley,10575,5842,2002,5831,2742,8%,325,22549.1,527,13.2,492,6958,E01000385,88%,6.47,0.00,0.00,0.00,1.98,839.7,0.079,507,370.8,0.063,445,258.73,0.129,424,178.66,0.065,619
E05011232,Thamesmead East,Bexley,17066,10172,4731,10369,1966,16%,242,11094.4,214,25.4,218,4777,E01000470,100%,9.15,0.00,0.00,2.00,9.15,3263.2,0.191,108,1134.8,0.112,143,1158.47,0.245,139,512.26,0.261,225
E05011233,West Heath,Bexley,15661,8989,2952,8935,3774,0%,438,24395.4,555,10.5,555,13302,E01000354,40%,9.96,0.00,0.00,0.00,2.23,1049.5,0.067,553,529.4,0.059,484,293.59,0.099,503,279.25,0.074,603
E05000085,Alperton,Brent,15702,10061,3376,10094,2232,0%,438,12464.1,259,22.5,284,10632,E01000473,100%,8.00,0.00,0.00,0.00,8.00,1917.2,0.122,356,682.9,0.068,422,459.84,0.136,406,577.87,0.259,231
E05000086,Barnhill,Brent,16359,9780,3722,9791,2846,28%,163,12017.0,243,25.2,227,4689,E01000484,100%,9.00,0.00,0.00,3.00,5.00,2757.1,0.169,185,1035.7,0.106,180,670.64,0.180,297,811.47,0.285,187
E05000087,Brondesbury Park,Brent,13099,8646,2263,8570,2266,6%,344,13814.6,295,21.5,304,6848,E01000495,100%,8.00,0.00,0.00,0.00,6.00,1798.1,0.137,289,705.0,0.082,325,370.17,0.164,343,597.81,0.264,218
E05000088,Dollis Hill,Brent,13440,7881,3280,7985,2175,28%,158,8386.4,110,29.5,127,5656,E01000501,100%,7.00,0.00,0.00,1.00,7.00,2620.1,0.195,97,968.2,0.123,89,759.92,0.232,160,528.77,0.243,263
E05000089,Dudden Hill,Brent,15804,10099,3333,10120,2351,27%,165,9926.5,169,27.5,177,4930,E01000508,100%,9.00,0.00,0.00,2.00,9.00,2560.8,0.162,211,1019.3,0.101,206,652.66,0.196,255,590.91,0.251,241
E05000090,Fryent,Brent,13638,8247,2946,8269,2423,1%,419,14861.8,332,19.9,340,9286,E01000515,100%,8.00,0.00,0.00,0.00,5.00,1619.5,0.119,368,550.0,0.067,428,337.63,0.115,463,571.55,0.236,275
E05000091,Harlesden,Brent,17607,10954,4330,11095,2182,75%,13,4812.3,11,39.6,10,1713,E01000521,100%,8.00,0.00,3.00,6.00,8.00,4351.4,0.247,15,1872.0,0.171,8,1210.62,0.280,69,780.35,0.358,94
E05000092,Kensal Green,Brent,15394,10235,3085,10293,2016,32%,133,9774.2,166,28.4,155,3699,E01033455,100%,8.00,0.00,0.00,3.00,7.00,2551.0,0.166,197,1195.3,0.117,112,577.79,0.187,274,542.12,0.269,213
E05000093,Kenton,Brent,11944,6822,2137,6736,3071,0%,438,21314.5,491,13.0,498,13232,E01000543,100%,7.00,0.00,0.00,0.00,1.00,1049.3,0.088,480,358.5,0.053,523,190.57,0.089,529,488.47,0.159,427
E05000094,Kilburn,Brent,16807,11293,3369,11276,2162,45%,74,8354.2,109,31.1,93,3375,E01000552,100%,9.00,0.00,0.00,4.00,8.00,3577.0,0.213,62,1495.0,0.132,54,917.08,0.272,80,806.48,0.373,75
E05000095,Mapesbury,Brent,16377,11475,2699,11454,2224,10%,298,11652.3,232,24.2,246,7082,E01000556,100%,9.00,0.00,0.00,0.00,8.00,2311.5,0.141,277,1089.6,0.095,239,493.99,0.183,287,555.67,0.250,245
E05000096,Northwick Park,Brent,13552,8629,2298,8642,2612,0%,438,19476.4,445,14.9,455,11437,E01000565,100%,8.00,0.00,0.00,0.00,2.00,1213.7,0.090,466,422.7,0.049,553,274.56,0.119,451,424.44,0.162,420
E05000097,Preston,Brent,16053,9810,3422,9790,2841,10%,295,14757.0,328,20.8,322,6835,E01000577,100%,9.00,0.00,0.00,0.00,4.00,2050.3,0.128,337,785.2,0.080,338,516.88,0.151,374,555.91,0.196,360
E05000098,Queens Park,Brent,15079,10104,2887,10075,2117,2%,411,15586.9,345,19.0,360,8541,E01000579,100%,8.00,0.00,0.00,0.00,4.00,1742.3,0.116,380,810.3,0.080,337,385.95,0.134,412,450.95,0.213,323
E05000099,Queensbury,Brent,15330,9364,3245,9254,2831,0%,438,14664.7,324,19.9,342,10086,E01000588,100%,8.00,0.00,0.00,0.00,6.00,1946.4,0.127,340,678.7,0.072,395,425.23,0.131,417,673.86,0.238,270
E05000100,Stonebridge,Brent,17522,10048,4869,10331,2322,93%,3,3229.7,3,45.3,3,1192,E01000601,100%,10.00,1.00,6.00,10.00,10.00,4794.6,0.274,7,1929.6,0.192,4,1344.70,0.276,76,907.14,0.391,60
E05000101,Sudbury,Brent,15483,9603,3431,9687,2365,0%,438,12738.9,266,22.2,290,10614,E01000613,100%,8.00,0.00,0.00,0.00,8.00,2032.4,0.131,321,698.3,0.073,393,457.41,0.133,413,638.35,0.270,210
E05000102,Tokyngton,Brent,16335,10677,3150,10667,2518,0%,438,12950.7,270,21.9,299,10660,E01000621,100%,9.00,0.00,0.00,0.00,9.00,1892.7,0.116,378,714.0,0.067,427,460.50,0.146,379,551.38,0.219,311
E05000103,Welsh Harp,Brent,14392,8791,3185,8820,2387,35%,121,10676.8,199,27.6,173,3361,E01000626,100%,8.00,0.00,0.00,3.00,6.00,2241.8,0.156,231,833.9,0.095,240,579.81,0.182,291,537.57,0.225,296
E05000104,Wembley Central,Brent,16792,10946,3431,10976,2385,8%,321,12507.2,262,23.0,274,8174,E01000635,100%,7.00,0.00,0.00,0.00,6.00,2094.9,0.125,345,762.7,0.070,410,451.87,0.132,415,674.24,0.283,191
E05000105,Willesden Green,Brent,16734,11612,3243,11624,1867,23%,192,8847.0,122,29.9,120,2011,E01000643,100%,8.00,0.00,1.00,1.00,8.00,3151.2,0.188,114,1323.0,0.114,132,757.31,0.234,157,669.44,0.359,93
E05000106,Bickley,Bromley,15364,8613,2863,8552,3949,0%,438,26690.3,601,8.2,604,22579,E01000650,100%,9.00,0.00,0.00,0.00,0.00,842.3,0.055,594,363.2,0.042,590,183.86,0.064,589,326.92,0.083,584
E05000107,Biggin Hill,Bromley,9974,5565,1828,5585,2561,0%,438,25460.3,579,9.3,581,21598,E01032570,100%,7.00,0.00,0.00,0.00,0.00,663.4,0.067,555,285.4,0.051,532,213.28,0.117,456,175.60,0.069,615
E05000108,Bromley Common and Keston,Bromley,16535,9367,3522,9404,3609,11%,287,19800.2,452,15.9,436,5014,E01000661,100%,9.00,0.00,0.00,1.00,3.00,1687.3,0.102,429,682.2,0.073,391,489.94,0.139,396,459.54,0.127,486
E05000109,Bromley Town,Bromley,18562,11608,3745,11570,3247,0%,438,23947.9,548,10.7,548,13716,E01000676,100%,10.00,0.00,0.00,0.00,1.00,1258.1,0.068,550,570.2,0.049,550,292.79,0.078,554,360.19,0.111,524
E05000110,Chelsfield and Pratts Bottom,Bromley,14907,8149,2995,8110,3802,0%,438,28314.1,617,6.7,619,21456,E01000685,100%,9.00,0.00,0.00,0.00,0.00,708.7,0.048,607,340.1,0.042,591,176.75,0.059,601,252.20,0.066,617
E05000111,Chislehurst,Bromley,15888,8719,3051,8704,4133,0%,438,25131.3,571,9.8,572,12957,E01000689,100%,10.00,0.00,0.00,0.00,1.00,917.7,0.058,584,389.9,0.045,580,233.71,0.077,558,299.23,0.072,607
E05000112,Clock House,Bromley,16266,10263,3317,10172,2777,0%,438,21999.1,510,12.4,515,14234,E01000699,100%,11.00,0.00,0.00,0.00,1.00,1312.9,0.081,503,651.0,0.063,446,285.68,0.086,534,377.07,0.136,466
E05000113,Copers Cope,Bromley,16839,10860,2537,10662,3640,1%,420,23762.5,545,11.4,536,9395,E01000718,100%,9.00,0.00,0.00,0.00,1.00,1232.5,0.073,531,531.6,0.049,554,317.78,0.125,438,347.11,0.095,562
E05000114,Cray Valley East,Bromley,16594,9321,3749,9376,3469,29%,152,10948.2,210,27.2,185,3404,E01000720,100%,10.00,0.00,0.00,3.00,7.00,2923.2,0.176,149,1067.1,0.114,125,1004.20,0.268,95,559.27,0.161,422
E05000115,Cray Valley West,Bromley,17520,9934,4186,10096,3238,38%,106,10419.7,192,28.3,158,3608,E01000739,100%,11.00,0.00,0.00,3.00,9.00,3308.2,0.189,113,1280.4,0.129,64,1134.89,0.271,84,599.72,0.185,377
E05000116,Crystal Palace,Bromley,13488,9438,2475,9423,1590,20%,223,10844.4,205,26.3,201,3807,E01000744,100%,7.00,0.00,0.00,2.00,6.00,2333.3,0.173,166,1026.3,0.109,161,630.72,0.255,119,465.38,0.293,177
E05000117,Darwin,Bromley,5256,2727,930,2670,1656,0%,438,19256.3,438,15.0,449,14131,E01000747,100%,3.00,0.00,0.00,0.00,1.00,318.4,0.061,580,131.7,0.048,558,74.42,0.080,546,120.78,0.073,605
E05000118,Farnborough and Crofton,Bromley,14992,7787,2832,7814,4346,4%,380,27217.6,609,8.4,600,7689,E01000750,100%,9.00,0.00,0.00,0.00,1.00,767.5,0.051,600,350.6,0.045,578,193.99,0.068,576,245.29,0.056,628
E05000119,Hayes and Coney Hall,Bromley,16237,8823,3267,8872,4098,0%,438,27878.6,612,7.2,612,21942,E01000764,100%,10.00,0.00,0.00,0.00,0.00,645.9,0.040,621,347.1,0.039,598,171.12,0.052,609,208.13,0.051,630
E05000120,Kelsey and Eden Park,Bromley,16501,9359,3200,9428,3873,0%,438,24573.5,559,10.7,551,10457,E01032568,100%,10.00,0.00,0.00,0.00,2.00,1022.0,0.062,574,504.9,0.054,516,244.55,0.076,560,303.78,0.078,595
E05000121,Mottingham and Chislehurst North,Bromley,10820,6373,2511,6393,1916,36%,111,11018.2,211,28.0,162,2534,E01000782,100%,7.00,0.00,1.00,2.00,5.00,2004.0,0.185,129,800.0,0.126,79,657.78,0.262,103,369.11,0.193,364
E05000122,Orpington,Bromley,15994,8647,3093,8618,4283,9%,311,19416.4,443,16.1,427,5332,E01000789,100%,10.00,0.00,0.00,1.00,4.00,1702.3,0.106,416,704.9,0.082,326,570.46,0.184,283,344.19,0.080,592
E05000123,Penge and Cator,Bromley,18593,11972,3832,12009,2752,12%,274,13830.4,298,22.2,289,3678,E01000798,100%,11.00,0.00,0.00,1.00,8.00,2733.7,0.147,260,1191.4,0.100,214,752.51,0.196,252,554.37,0.201,346
E05000124,Petts Wood and Knoll,Bromley,13762,7390,2571,7322,3869,0%,438,30221.4,633,5.0,633,24258,E01000812,100%,9.00,0.00,0.00,0.00,0.00,465.4,0.034,631,253.1,0.034,615,107.10,0.042,619,165.04,0.043,632
E05000125,Plaistow and Sundridge,Bromley,15693,9407,3127,9376,3190,5%,358,17419.6,395,17.6,387,6897,E01032562,100%,10.00,0.00,0.00,0.00,3.00,1803.8,0.115,383,816.3,0.087,279,481.70,0.154,371,417.57,0.131,480
E05000126,Shortlands,Bromley,10288,5689,1998,5659,2631,0%,438,28921.7,624,6.3,624,24387,E01000828,100%,6.00,0.00,0.00,0.00,0.00,464.1,0.045,612,206.7,0.036,608,104.80,0.052,608,184.58,0.070,611
E05000127,West Wickham,Bromley,15230,8128,2938,8166,4126,0%,438,29059.7,629,6.2,628,24041,E01000840,100%,10.00,0.00,0.00,0.00,0.00,582.9,0.038,623,301.3,0.037,607,123.62,0.042,617,240.01,0.058,627
E05000128,Belsize,Camden,14392,9441,2676,9303,2413,0%,438,22685.6,528,11.9,528,12675,E01000846,100%,8.00,0.00,0.00,0.00,1.00,1283.1,0.089,469,523.5,0.055,500,306.99,0.115,462,362.90,0.150,441
E05000129,Bloomsbury,Camden,11693,9227,937,9122,1634,5%,361,17394.8,394,17.2,399,7640,E01000853,100%,6.00,0.00,0.00,0.00,1.00,1043.9,0.089,468,510.3,0.055,502,145.98,0.156,365,347.74,0.213,324
E05000130,Camden Town with Primrose Hill,Camden,13405,9103,2198,9010,2197,31%,142,13625.0,291,24.1,251,4987,E01000858,100%,8.00,0.00,0.00,3.00,5.00,2056.9,0.153,238,960.2,0.105,184,405.19,0.184,284,544.42,0.248,252
E05000131,Cantelowes,Camden,13356,9475,2183,9371,1802,13%,261,12403.4,257,23.8,256,4488,E01000868,100%,7.00,0.00,0.00,1.00,6.00,2134.0,0.160,217,1003.9,0.106,178,495.12,0.227,174,509.47,0.283,190
E05000132,Fortune Green,Camden,13005,8972,2149,8965,1891,5%,369,18346.1,418,17.0,406,8051,E01000876,100%,7.00,0.00,0.00,0.00,3.00,1596.7,0.123,353,753.3,0.084,300,347.22,0.162,347,383.17,0.203,344
E05000133,Frognal and Fitzjohns,Camden,13636,8473,2744,8522,2370,0%,438,28123.6,614,7.1,614,20586,E01000881,100%,8.00,0.00,0.00,0.00,0.00,605.3,0.044,616,250.0,0.030,625,111.28,0.041,622,224.35,0.095,564
E05000134,Gospel Oak,Camden,12673,8048,2525,8106,2042,30%,148,14161.8,312,23.5,265,4006,E01000890,100%,7.00,0.00,0.00,2.00,3.00,2202.1,0.174,161,993.4,0.123,87,554.68,0.220,192,512.13,0.251,243
E05000135,Hampstead Town,Camden,12538,7625,2392,7500,2646,0%,438,28042.1,613,7.2,613,22390,E01000898,100%,7.00,0.00,0.00,0.00,0.00,598.6,0.048,606,249.0,0.033,618,99.78,0.042,618,246.24,0.093,568
E05000136,Haverstock,Camden,14000,8993,2793,8992,2215,27%,170,10684.9,200,27.1,188,4848,E01000905,100%,7.00,0.00,0.00,2.00,6.00,2869.4,0.205,76,1112.4,0.124,85,814.68,0.292,44,689.71,0.311,149
E05000137,Highgate,Camden,12041,7068,2353,6970,2718,9%,315,17039.6,377,18.5,366,6341,E01000907,100%,7.00,0.00,0.00,1.00,3.00,1571.3,0.130,326,711.8,0.101,207,348.88,0.148,377,398.03,0.146,449
E05000138,Holborn and Covent Garden,Camden,14442,10647,1885,10457,2100,9%,302,14235.7,314,21.1,312,5902,E01000917,100%,7.00,0.00,0.00,1.00,5.00,2123.1,0.147,261,990.6,0.093,249,427.08,0.227,175,549.84,0.262,222
E05000139,Kentish Town,Camden,14847,10403,2468,10376,2003,3%,397,15824.7,351,18.8,361,8318,E01000925,100%,8.00,0.00,0.00,0.00,4.00,2034.6,0.137,293,915.7,0.088,269,489.70,0.198,245,497.61,0.248,249
E05000140,Kilburn,Camden,13473,8826,2518,8675,2280,30%,149,8739.5,120,29.3,131,5734,E01000934,100%,7.00,0.00,0.00,2.00,7.00,3023.7,0.224,39,1173.0,0.133,52,739.74,0.294,39,836.89,0.367,83
